13,15,22,23,25,30,31
2,3,14,16,17,20,27
1,3,10,14,17,30,31
1,2,6,9,13,20,30
2,3,14,16,17,21,29
1,4,6,9,26,27,31
1,2,3,4,24,27,28
7,15,17,20,21,24,29
3,5,6,10,12,16,21
3,11,12,19,20,26,28
2,3,4,6,8,10,30
7,10,12,14,24,27,28
4,5,15,16,18,27,30
2,3,10,13,21,22,31
5,8,13,21,22,24,26
3,7,10,13,24,25,28
2,3,10,13,17,24,28
5,7,9,14,24,26,31
7,8,16,22,23,25,31
2,8,17,20,21,22,24
1,3,4,5,18,22,25
10,15,17,18,21,22,23
4,5,19,23,28,29,30
10,14,15,16,18,24,30
7,11,16,21,23,28,30
2,4,14,17,19,21,30
5,12,13,18,21,23,29
2,3,5,7,10,17,20
1,4,5,19,22,23,24
3,7,13,20,25,27,28
4,5,10,12,14,19,24
1,4,5,9,10,22,30
4,6,13,18,21,22,27
10,13,14,15,20,23,29
3,4,8,9,16,24,31
3,14,15,17,20,21,22
10,15,16,17,24,25,31
11,18,22,27,28,29,30
1,4,7,10,15,25,31
5,13,15,16,18,25,30
1,2,16,23,24,25,30
4,8,9,10,20,25,28
3,11,12,13,20,24,30
4,8,14,15,16,24,27
10,11,16,20,21,23,28
2,5,10,11,12,18,19
6,7,9,10,13,14,21
1,3,9,16,17,21,22
2,9,15,22,24,29,30
9,12,16,19,24,28,29
1,7,9,11,22,25,26
9,10,19,22,26,27,28
1,10,13,14,16,22,30
5,7,8,14,15,22,28
6,11,14,16,18,28,30
3,10,14,17,28,29,30
4,9,12,13,15,26,27
7,13,21,22,26,29,31
4,9,12,19,20,26,28
1,9,24,25,27,29,30
3,6,14,18,24,27,30
7,8,19,20,21,24,26
1,10,15,16,22,24,29
4,9,13,15,21,23,25
11,14,17,20,23,25,27
2,6,9,17,18,19,22
7,10,11,17,23,24,29
7,8,23,26,29,30,31
6,8,9,14,15,18,25
5,10,13,16,18,20,22
3,5,12,14,19,24,28
1,3,5,10,13,14,26
4,8,11,13,23,26,28
1,6,7,20,21,27,30
3,8,10,11,14,23,24
1,5,9,10,23,24,25
4,7,16,17,20,27,28
1,5,8,10,11,13,27
2,7,8,11,12,20,30
1,7,11,25,26,29,31
1,2,17,23,24,25,31
5,7,8,13,22,26,30
14,15,17,21,24,25,31
6,8,19,20,22,23,29
2,10,18,19,24,26,27
2,10,17,25,26,28,29
7,16,20,23,24,25,26
4,8,9,11,18,19,26
5,11,12,15,18,22,26
9,16,20,22,24,28,30
6,8,20,21,24,28,29
4,12,13,16,19,22,31
1,2,10,15,22,23,28
3,4,6,11,23,24,26
3,4,5,15,25,27,29
6,9,14,20,21,22,25
10,11,13,19,25,27,30
1,4,5,12,14,22,27
3,7,10,19,29,30,31
2,11,12,13,14,18,30
3,6,7,12,15,23,28
6,11,14,15,17,19,21
17,19,23,25,26,29,31
6,15,17,22,23,26,29
12,20,21,22,24,26,28
10,15,16,17,19,21,30
4,6,11,15,19,21,22
3,11,12,16,24,29,31
2,4,19,20,23,26,27
5,10,21,25,26,29,31
3,8,9,20,21,23,27
4,8,9,13,20,23,30
7,9,10,13,20,22,25
1,11,12,13,17,29,31
11,13,18,21,23,25,27
3,7,14,21,24,26,27
5,15,17,22,26,28,31
14,15,16,17,22,24,29
10,13,17,20,22,26,28
2,9,11,16,22,24,30
2,3,6,9,10,15,26
4,6,7,14,15,22,31
5,10,11,20,22,29,31
2,6,15,18,21,22,23
2,4,7,9,15,22,26
5,16,23,25,27,28,29
1,12,17,25,26,28,29
5,7,10,11,13,17,23
3,4,10,18,22,24,28
6,13,19,21,23,27,28
1,2,5,8,15,24,25
8,14,16,21,25,30,31
1,2,14,17,23,25,26
7,8,9,10,12,14,30
2,3,7,10,20,30,31
2,7,15,19,20,23,24
6,12,17,19,21,23,31
3,4,6,7,10,24,31
1,3,5,7,20,22,29
4,9,11,25,26,29,30
1,2,9,14,16,25,29
4,5,7,11,13,18,30
1,10,11,15,19,20,22
4,5,12,13,16,25,26
10,14,17,20,25,27,29
10,14,16,24,28,30,31
6,12,14,16,18,27,31
3,4,8,11,19,26,27
4,9,10,12,13,19,21
3,6,9,12,16,21,22
2,11,17,20,28,30,31
4,8,10,14,20,27,29
3,8,11,13,23,24,30
3,8,11,17,19,21,26
7,9,20,23,25,27,31
2,3,10,13,17,24,31
1,5,9,10,14,16,25
6,9,11,14,19,22,25
6,7,19,24,27,28,31
5,7,9,13,18,21,30
1,6,11,13,23,25,31
16,18,19,21,26,29,31
1,4,14,17,23,24,27
2,5,9,10,11,13,24
4,6,7,15,17,20,21
8,15,17,19,23,27,31
2,17,19,20,24,28,31
14,20,23,24,26,27,31
5,9,12,15,24,27,28
1,6,7,19,25,27,31
7,12,14,22,24,30,31
7,8,14,21,23,26,30
4,23,24,25,26,27,31
1,14,22,26,27,28,31
3,7,10,18,19,22,28
1,6,14,19,23,27,28
2,8,13,14,17,21,24
1,9,14,19,28,29,30
5,12,15,18,24,26,30
1,6,8,10,11,21,31
2,5,6,10,22,26,31
1,16,18,21,24,26,30
3,5,6,11,16,21,27
4,7,9,18,20,26,29
4,5,6,15,20,25,29
4,6,7,16,22,23,29
10,15,19,24,26,27,29
7,11,17,19,24,26,30
2,10,14,17,20,21,26
1,3,8,13,17,21,23
3,4,10,11,13,16,17
9,12,13,14,21,24,29
2,12,18,19,21,22,30
4,8,12,14,15,22,29
9,10,14,15,22,27,28
1,8,10,13,16,27,29
7,17,18,20,21,28,31
2,8,11,24,25,28,29
1,5,6,10,19,21,26
5,8,10,16,22,26,30
7,10,11,15,21,25,31
1,9,20,25,27,30,31
2,5,8,13,15,20,25
5,6,9,21,22,25,29
3,7,8,10,17,24,28
5,6,7,8,11,14,26
1,12,14,15,16,19,23
2,3,11,12,19,24,27
5,7,9,10,22,25,29
2,9,11,16,20,27,28
6,8,9,12,14,17,19
10,14,15,18,23,27,29
2,5,6,10,23,27,31
2,5,8,12,19,23,26
3,4,9,27,29,30,31
1,5,12,13,15,20,23
3,6,10,17,20,28,31
4,5,11,14,23,24,31
1,8,18,23,25,29,30
2,9,11,12,16,23,29
1,4,9,14,20,25,26
4,20,21,22,23,26,28
3,7,12,17,18,22,23
2,7,12,19,20,30,31
1,4,9,14,15,25,29
6,8,17,18,22,24,27
6,7,15,21,24,27,31
2,3,7,12,23,26,30
2,9,10,11,21,22,26
6,7,11,12,19,23,30
3,8,13,20,25,26,30
4,5,11,15,19,22,30
1,8,12,16,18,19,23
7,8,11,18,19,27,31
3,16,18,20,25,30,31
8,9,11,12,14,20,21
2,7,9,15,22,24,27
3,13,18,20,23,24,30
1,5,8,18,26,27,31
2,3,5,9,15,22,29
2,9,10,11,21,30,31
2,3,7,8,12,14,29
4,6,16,20,26,27,29
7,8,14,15,16,17,23
2,3,4,8,11,15,25
1,3,5,6,15,20,23
5,6,16,17,21,27,31
7,8,9,17,19,28,29
4,5,10,12,13,21,23
6,7,15,24,27,29,31
1,2,5,8,15,17,18
5,7,14,15,18,20,24
1,11,15,17,22,26,27
10,11,21,22,27,29,30
5,10,11,16,18,24,25
8,9,12,13,16,19,24
11,12,15,21,22,30,31
9,13,16,17,22,24,27
1,6,7,9,13,16,22
3,5,10,15,17,19,23
4,7,14,17,19,21,29
12,16,17,20,21,22,29
5,8,13,26,27,30,31
2,9,12,18,24,30,31
4,5,9,13,17,18,31
8,10,13,16,24,27,29
3,11,13,23,26,27,30
4,11,15,18,23,26,31
3,5,8,16,19,23,30
2,3,4,9,13,20,25
10,11,14,19,28,30,31
2,4,10,11,14,28,30
3,5,8,10,12,22,27
8,11,13,19,22,24,28
8,12,18,19,28,29,31
7,12,14,16,23,26,27
7,9,10,13,18,21,25
1,4,6,8,13,17,31
3,6,10,13,15,17,29
3,4,6,10,18,20,26
2,8,9,11,17,24,28
1,6,12,19,21,22,26
6,8,17,19,20,21,29
2,4,17,18,19,25,31
1,7,11,19,21,29,30
4,6,8,14,16,23,24
5,8,16,18,23,27,28
1,4,6,8,12,24,30
6,13,14,21,23,27,29
6,8,14,19,23,26,30
5,9,17,19,20,26,30
4,12,15,17,22,24,25
3,6,9,17,19,25,28
1,7,10,12,20,23,26
3,5,11,17,21,26,27
9,11,17,18,22,25,30
12,14,17,19,27,29,30
1,4,16,18,19,21,30
2,7,9,14,19,26,29
5,10,11,18,27,28,30
2,4,11,20,22,24,31
1,2,11,13,19,21,24
2,7,13,15,18,19,25
8,12,19,21,23,25,28
1,7,12,14,20,29,31
1,2,4,9,17,21,31
9,18,20,21,23,24,29
9,13,16,18,23,26,31
3,7,10,12,14,27,30
6,13,22,24,26,29,30
11,14,22,23,24,26,29
3,4,6,10,12,14,23
2,3,6,8,16,25,26
4,7,10,14,25,29,30
11,13,17,20,21,23,25
1,4,6,8,17,22,25
9,13,18,19,21,22,25
2,8,9,11,16,25,29
9,10,17,20,21,22,26
3,6,10,15,21,25,29
3,10,22,24,26,30,31
1,2,7,12,14,17,29
1,9,11,22,25,28,31
6,10,11,13,19,21,29
4,8,9,14,16,19,24
2,12,16,17,18,22,23
1,5,8,18,19,27,28
2,17,19,20,23,25,27
4,9,10,12,19,22,26
2,9,10,13,18,20,29
6,15,16,17,18,27,31
4,8,9,19,22,25,31
2,5,9,14,25,26,28
6,7,10,13,22,24,29
7,9,13,15,20,24,25
2,3,6,7,17,26,29
2,4,9,11,18,24,28
9,10,11,12,18,19,25
1,6,8,11,15,19,30
2,21,22,26,27,28,31
6,7,12,18,20,24,28
9,10,20,23,27,29,31
3,7,13,14,16,17,31
9,10,11,17,21,23,26
7,8,12,22,26,27,31
2,4,9,11,19,30,31
2,4,8,16,18,21,29
2,3,10,18,23,29,30
4,6,10,16,21,25,29
5,10,16,22,26,27,28
1,3,7,9,16,24,26
